league_name,match_api_id,goals_marked,goals_received,venue,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11
Germany 1. Bundesliga,1239540,1,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1239541,2,1,home,1,3,3,3,3,6,7,7,9,9,11
Germany 1. Bundesliga,1239542,2,3,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1239543,0,2,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1239544,3,0,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1239545,0,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1239546,1,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1239547,1,4,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1478940,3,1,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1478943,3,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1478944,2,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1478945,3,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1478946,3,1,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1478947,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1478948,0,4,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1478949,0,1,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1478950,6,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479071,3,2,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479072,1,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479073,4,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479074,2,1,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479075,1,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479076,1,4,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479077,3,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479078,0,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479079,2,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479080,6,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479081,3,2,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479082,0,3,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479083,1,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479084,2,1,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479085,0,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479086,1,0,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479087,1,2,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479088,0,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479089,3,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479090,3,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479091,3,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479092,5,3,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479093,0,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479094,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479095,2,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479096,1,3,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479097,1,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479098,0,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479099,0,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479100,2,3,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479101,1,1,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479102,2,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479103,3,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479104,0,1,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479105,3,3,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479106,0,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479107,2,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479108,3,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479109,1,0,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479110,3,0,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479111,2,0,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479112,1,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479113,4,4,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479114,1,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479115,0,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479116,0,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479118,2,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479119,4,2,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479120,0,7,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479121,1,1,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479122,0,3,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479123,0,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479124,0,2,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479125,1,2,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479126,3,1,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479127,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479128,0,1,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1479129,3,3,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479130,3,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479131,2,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479133,0,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479134,4,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479135,3,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479136,1,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479137,2,2,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479138,1,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479139,0,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479140,2,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479141,2,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479142,1,0,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479143,1,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479144,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479145,2,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479146,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479147,1,2,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479148,1,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479149,0,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479150,4,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479151,3,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479152,0,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479153,1,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479154,5,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479155,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479157,2,1,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1479158,3,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479159,3,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479160,2,0,home,1,3,3,3,3,5,7,7,7,10,10
Germany 1. Bundesliga,1479161,3,1,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479162,1,2,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479163,1,3,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1478999,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479000,3,0,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479001,0,1,home,1,3,3,3,7,7,7,7,10,10,10
Germany 1. Bundesliga,1479002,4,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479003,1,0,home,1,3,3,3,7,7,7,7,10,10,10
Germany 1. Bundesliga,1479004,2,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479005,1,2,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479006,1,5,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479007,0,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479164,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479165,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479166,1,4,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479167,3,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479168,1,5,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479169,0,2,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479170,1,1,home,1,3,3,3,3,7,7,7,7,9,11
Germany 1. Bundesliga,1479172,0,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479173,3,0,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1479174,4,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479175,4,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479176,1,2,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1479177,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479178,4,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479179,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479180,0,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479181,4,2,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479182,1,2,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479183,0,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479184,2,2,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479185,1,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479186,0,4,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479187,3,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479188,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479189,2,4,home,1,3,3,3,3,7,7,7,7,9,11
Germany 1. Bundesliga,1479190,3,0,home,1,3,3,3,3,7,7,7,7,9,11
Germany 1. Bundesliga,1479191,0,0,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479192,3,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479193,5,1,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479194,0,1,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1479195,1,0,home,1,3,3,3,5,5,5,3,8,10,10
Germany 1. Bundesliga,1479196,6,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479197,1,1,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479198,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479199,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479201,0,0,home,1,3,3,3,3,5,7,7,7,10,10
Germany 1. Bundesliga,1479202,4,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479203,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479204,2,2,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479205,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479206,1,6,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479207,0,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479208,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479209,1,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479210,1,1,home,1,3,3,3,3,7,7,7,7,9,11
Germany 1. Bundesliga,1479211,1,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479212,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479213,1,1,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479214,2,4,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479215,1,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479216,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479217,1,1,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479218,1,4,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479219,0,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479220,3,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479221,3,0,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479222,2,3,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1479223,1,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479224,0,3,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479225,1,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479226,2,5,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479227,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479228,0,2,home,1,3,3,3,3,6,8,8,8,6,11
Germany 1. Bundesliga,1479229,0,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479230,1,3,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479231,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479232,3,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479233,1,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479234,1,1,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479235,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479236,1,0,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479237,1,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479238,3,3,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479239,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479240,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479242,1,1,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1479243,2,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479244,1,2,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479245,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479246,3,2,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479247,3,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479248,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479249,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479250,1,1,home,1,3,3,3,3,5,7,7,10,10,10
Germany 1. Bundesliga,1479251,0,2,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479252,1,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479253,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479254,3,0,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479255,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479257,1,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479008,1,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479009,2,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479010,4,2,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479011,2,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479012,3,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479013,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479014,2,1,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479015,0,2,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1479016,1,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479258,0,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479259,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479260,1,1,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479261,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479262,2,1,home,1,3,3,3,3,7,7,7,7,9,11
Germany 1. Bundesliga,1479263,4,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479264,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479265,2,0,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479266,3,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479267,4,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479268,3,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479269,3,1,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479270,1,4,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479271,4,2,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479272,0,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479273,1,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479274,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479275,2,3,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479276,5,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479277,0,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479278,2,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479279,0,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479280,2,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479281,0,0,home,1,3,3,3,3,6,7,7,9,11,11
Germany 1. Bundesliga,1479282,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479283,3,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479284,2,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479285,3,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479286,3,1,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479287,1,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479288,2,0,home,1,3,3,3,3,6,7,7,9,11,11
Germany 1. Bundesliga,1479289,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479290,0,2,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479291,1,4,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479292,0,1,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479293,0,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479294,1,0,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1479295,4,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479296,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479297,3,2,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479298,3,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479299,3,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479301,3,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479302,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479303,0,4,home,1,3,3,3,3,7,7,7,7,10,10
Germany 1. Bundesliga,1479017,1,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479018,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479019,4,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479020,6,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479021,4,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479022,2,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479023,0,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479024,4,0,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479025,1,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479026,6,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479027,2,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479028,3,1,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1479029,0,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479030,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479031,0,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479032,2,1,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479033,1,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479034,0,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479035,0,4,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479036,4,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479037,1,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479038,2,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479039,2,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479040,1,1,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479041,1,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479042,1,4,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479043,0,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479044,5,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479045,1,0,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479046,2,0,home,1,3,3,3,3,6,6,6,8,8,11
Germany 1. Bundesliga,1479047,3,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479048,3,3,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479049,2,2,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479050,0,4,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479051,2,2,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479052,3,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479053,4,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479054,2,0,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479055,1,1,home,1,3,3,3,3,7,7,7,10,10,10
Germany 1. Bundesliga,1479056,1,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479057,1,1,home,1,3,3,3,3,6,6,8,8,10,10
Germany 1. Bundesliga,1479058,0,2,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479059,0,5,home,1,3,3,3,3,5,7,7,9,11,11
Germany 1. Bundesliga,1479060,1,1,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479061,2,2,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479062,1,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479063,4,1,home,1,3,3,3,3,6,8,8,8,8,11
Germany 1. Bundesliga,1479064,0,0,home,1,3,3,3,3,6,6,8,8,8,11
Germany 1. Bundesliga,1479065,1,2,home,1,3,3,3,3,7,7,7,10,10,10
